docid,lat,lng
13086,41.139902,-73.256471
13087,36.039673,-115.175921
13088,39.026976,-94.254319
13089,39.000603,-94.632152
13090,38.96635,-94.781022
13091,34.101989,-118.299519
13092,34.101492,-118.298397
13093,34.102057,-118.297191
13094,39.39256755481259,-107.0908952301331
13095,42.780089,-96.931816
13096,42.659429,-86.189789
13097,40.033075,-83.032372
13098,33.575905,-84.34529
13099,33.541998,-84.597978
13100,42.631543,-70.920581
13101,29.386517,-98.571544
13102,41.990635,-73.197598
13103,35.1427533,-120.6412827
13104,40.576303,-124.264504
13105,38.431796,-79.818695
13106,44.69926,-73.452022
13107,41.80818,-72.743482
13108,40.593428,-74.648283
13109,40.778977,-74.446138
13110,41.479681,-75.712333
13111,40.269569,-78.826736
13112,43.149345,-75.373784
13113,38.492962,-90.387444
13114,42.684623,-73.696411
13115,35.830019,-78.799133
13116,35.055125,-80.835756
13117,40.818598,-74.417662
13118,40.379331,-105.093423
13119,39.871224,-85.763496
13120,36.39612,-78.98161
13121,39.82585,-86.25564
13122,38.909495,-94.649923
13123,29.494629,-98.55274
13124,40.911456,-77.78228
13125,40.868828,-77.738508
13126,40.910928,-77.778831
13127,45.65917,-67.866857
13128,44.386702,-68.205845
13129,40.932917,-73.761363
13130,39.712878,-82.603411
13131,41.795447,-71.435983
13132,40.012248,-75.216674
13133,28.655104,-81.206724
13134,47.668051,-117.4063
13135,41.27077,-72.608573
13136,46.141305,-67.839445
13137,43.603551,-110.736352
13138,44.299805,-84.738589
13139,33.774143,-84.405941
13140,39.77008199,-76.65642299
13141,37.467426,-105.86862
13142,42.48711,-71.43449
13143,42.73302,-73.72589
13144,37.750738,-122.433831
13145,33.757743,-118.289187
13146,34.085127,-118.220984
13147,34.047644,-118.245809
13148,34.116977,-118.234489
13149,34.049425,-118.308903
13150,47.663105,-117.40049
13151,32.76926,-117.16381
13152,40.836122,-77.797648
13153,45.924736,-122.836766
13154,41.139366,-104.77005
13155,47.91349,-122.21331
13156,47.11948,-118.36271
13157,43.025929,-123.290579
13159,38.404991,-121.403634
13160,38.405281,-121.401539
13161,38.666747,-120.937469
13163,38.66023,-121.005769
13164,38.729196,-120.827647
13165,38.803763,-120.907674
13166,38.994762,-119.97346
13167,42.46864,-71.40238
13168,39.865506,-75.395987
13169,38.68879653237209,-121.5927213518372
13170,29.344982,-98.452484
13171,29.34495,-98.452324
13172,44.744042,-92.853707
13173,46.816878,-92.083811
13174,25.955269,-80.127106
13175,39.005497,-77.49305
13176,36.038042,-115.183225
13177,40.094913,-75.39701
13178,39.00513,-77.492615
13179,40.392531,-95.83731
13180,39.005455,-77.49295
13181,39.00557,-77.492925
13182,33.941599,-118.269424
13183,33.73872,-118.290936
13184,33.938353,-118.277586
13185,33.73881,-118.289712
13186,33.94007,-118.309295
13187,40.599553,-75.366085
13188,36.868143,-94.853353
13189,39.987451,-105.090133
13190,32.797459,-96.811706
13191,30.21448,-85.85414
13192,45.61776,-122.47814
13193,34.064306,-118.443164
13194,47.585782,-122.233277
13195,40.745011,-73.957424
13196,40.053469,-76.251719
13197,42.287685,-71.10144
13198,33.733574,-118.309429
13199,33.779509,-118.275572
13200,33.779214,-118.265053
13201,32.757008,-117.206497
13202,42.99099,-70.817099
13203,40.5405,-74.36233
13204,42.859764,-76.985725
13205,42.529578,-83.183449
13206,40.188184,-83.098691
13207,30.325534,-81.657478
13208,39.807145,-82.299852
13209,30.691622,-88.176386
13210,40.728378,-111.551431
13211,33.121697,-96.659189
13212,42.3301,-88.177505
13213,29.494024,-98.549658
13214,45.442818,-122.78139
13215,36.362106,-94.20771
13216,46.452592,-92.763636
13217,39.921436,-104.976393
13218,39.75316,-105.003944
13219,30.697954,-88.183165
13220,34.257134,-118.591962
13221,34.221766,-118.430629
13222,34.213459,-118.449382
13223,34.211635,-118.430771
13224,34.201403,-118.495607
13225,34.07424,-117.54753
13227,38.661003,-121.390656
13228,39.019143,-94.660094
13229,42.972979,-89.506468
13230,45.700538,-111.034768
13231,40.707574,-111.889684
13232,45.763722,-111.175523
13233,42.73136,-73.72597
13234,32.233566,-110.951183
13235,41.773841,-71.422927
13236,40.773315,-111.94858
13237,43.042075,-89.376703
13238,40.799446,-81.93933
13239,43.291285,-91.80066
13240,39.13181,-94.525776
13241,45.493975,-122.810759
13242,32.228216,-110.953062
13243,32.230513,-110.958159
13244,29.651665,-95.382691
13245,35.105824,-80.69647
13246,44.480292,-103.817056
13247,42.6074,-73.872826
13248,41.48497,-112.02923
13249,43.036732,-87.901441
13250,42.226342,-71.52351
13251,44.475865,-73.212264
13252,25.772024,-80.190636
13253,40.085915,-91.771911
13254,39.286835,-76.609322
13255,41.521922,-88.186571
13256,44.48456568432195,-73.22175695776366
13257,42.334972,-83.055956
13258,42.33487,-83.05598
13259,36.083084,-115.171684
13260,40.64508,-74.812904
13261,39.727615,-105.20078
13262,38.984267,-76.949482
13263,39.892778,-105.074044
13264,36.139992,-81.670816
13265,42.959804,-77.135207
13266,48.44762982542308,-113.2255207301636
13267,36.111528,-115.181546
13269,37.749666,-122.49572
13270,25.971527,-80.12457
13271,30.218091,-97.855
13272,44.825958,-93.303514
13273,39.735954,-75.324425
13274,36.105657,-95.975174
13275,41.244023,-112.012037
13276,43.060396,-77.099861
13277,39.919346,-105.360886
13278,35.955168,-83.914568
13279,35.955201,-83.915992
13280,47.66547,-122.350292
13281,38.766631,-94.675517
13282,38.932404,-94.774306
13283,38.890747,-94.363523
13284,39.741456,-94.852215
13285,39.09251,-94.565156
13286,39.132018,-94.531101
13287,38.830383,-94.529095
13288,39.244265,-94.600782
13289,30.271041,-97.721917
13290,30.304121,-97.702978
13291,30.230583,-97.809767
13292,41.829945,-88.031852
13293,44.225193,-73.057541
13294,37.50834,-120.87274
13295,38.83496,-77.306282
13296,38.830251,-77.309386
13297,35.976385,-78.508178
13298,35.97614,-78.508776
13299,41.828613,-71.432505
13300,39.981735,-76.65916
13301,30.383364,-97.94481
13302,35.223964,-80.850699
13303,35.223952,-80.850715
13304,41.69938,-122.64512
13305,38.868257,-107.599484
13306,36.408352,-105.571954
13307,45.4316505,-122.823835
13308,38.7435305,-121.2517325
13309,38.770272,-121.2633315
13310,38.775558,-121.269062
13311,38.5998945,-121.4255655
13312,38.4639705,-121.4923965
13313,38.462321,-121.492176
13314,47.0420215,-122.938283
13315,47.042821,-122.934577
13316,47.042561,-122.9364625
13317,47.460023,-122.25938
13318,47.5786615,-122.1704435
13319,47.622517,-122.321407
13320,47.662307,-122.3697155
13321,47.6825805,-122.317165
13322,47.7018765,-122.3430745
13323,47.6141025,-122.0341465
13324,47.5831155,-122.03388
13325,47.543796,-122.017239
13326,47.6569805,-122.692128
13327,47.658828,-122.6887895
13328,33.215580393,-96.663080301
13329,32.999369,-97.218176667
13330,32.5926155,-96.9498725
13331,30.535462333,-97.817790733
13332,29.8137525,-95.39858
13333,33.511463,-112.0295645
13334,33.637152,-112.22330865
13335,33.5846413,-111.9788294
13336,33.583243,-111.975925
13337,33.623193,-111.92802
13338,33.6242828,-111.92421825
13339,33.634849,-111.924214
13340,33.6541884,-111.9272266
13341,33.3175417,-111.976925
13342,33.318853,-111.892835
13343,45.258897,-122.699332
13344,44.567409,-123.260365
13345,41.587303,-109.219094
13346,33.873543,-117.734771
13347,38.793192,-121.297453
13348,38.748819,-121.282503
13349,37.328737,-122.013545
13350,45.417007,-122.734369
13351,45.398308,-122.733978
13352,45.57809,-122.56863
13353,45.479005,-122.567414
13354,45.257059,-122.703517
13355,38.82987,-77.304733
13356,39.26556,-76.56214
13357,41.015065,-73.686638
13358,34.745959,-92.259767
13359,25.779198,-80.21896
13360,40.935345,-73.760352
13361,28.095829,-81.9527
13362,41.29094,-73.918106
13363,44.250664,-72.565471
13364,30.258581,-97.738748
13365,43.573635,-116.556033
13366,40.051484,-76.250869
13367,30.270384,-97.73108
13368,42.424604,-71.246451
13369,42.709341,-73.204809
13370,42.22952,-83.64926
13371,36.83835,-119.80214
13372,31.40279,-103.48466
13373,38.55044,-121.69741
13374,43.478099,-110.75983
13375,33.441528,-88.829905
13376,33.464862,-88.814083
13377,44.97418,-93.280732
13378,47.617016,-122.33408
13379,35.882753,-106.310389
13380,43.149393,-77.636704
13381,43.191539,-77.588742
13382,40.049201,-75.632373
13383,42.48204,-83.4726
13384,33.617622,-117.87427
13385,28.032452,-80.65259
13386,33.617554,-117.87417
13387,43.156137,-77.614096
13388,41.809862,-71.428626
13389,43.045975,-87.96051
13390,25.779364,-80.21994
13391,38.572416,-97.678554
13392,35.909422,-79.071185
13394,21.300406,-157.85928
13395,40.053521,-76.247529
13396,40.29799,-74.02846
13398,44.352703,-72.740531
13399,28.536367,-81.73812
13400,36.667142,-86.556034
13401,42.604225,-72.739006
13402,42.6047,-72.73711
13403,44.540136,-123.373574
13404,40.207158,-76.149023
13405,30.409913,-97.657751
13406,40.575861,-105.100995
13407,40.576965,-105.10509
13408,41.190091,-112.029171
13409,28.594581,-81.322485
13410,41.261871,-111.770327
13411,32.576905,-95.855878
13412,45.020792,-109.931145
13413,21.331613,-158.120735
13414,40.775493,-111.887465
13415,41.65952,-74.6908
13416,40.052,-76.249497
13417,44.84974,-74.295105
13418,21.330809,-158.12126
13419,21.332437,-158.120051
13420,37.991788,-87.524412
13421,43.155933,-77.614075
13422,42.199373,-72.630919
13423,41.93765,-74.025314
13426,36.296748,-82.471256
13427,42.976438,-85.671456
13428,36.319022,-82.353549
13429,21.306587,-157.85422
13430,44.097076,-103.146441
13431,40.670406,-111.943784
13432,36.160175,-115.163124
13433,44.254277,-121.166242
13434,43.384572,-115.998128
13435,43.094901,-88.06068
13436,34.182461,-118.466324
13437,34.194027,-118.380351
13438,34.194004,-118.397229
13439,34.19402,-118.406849
13440,34.194027,-118.404758
13441,34.192939,-118.387654
13442,34.179316,-118.441242
13443,34.220769,-118.367473
13444,33.959811,-118.270331
13445,44.551654,-122.909382
13446,45.150671,-122.876974
13447,45.52046,-123.057275
13448,45.540832,-122.876394
13449,44.54766,-122.905876
13450,36.116542,-115.168273
13451,33.072863,-117.070856
13452,38.811863,-104.79937
13453,38.824038,-91.977147
13454,43.067992,-77.617545
13455,33.45627,-112.071955
13456,34.23076,-118.24909
13457,21.307009,-157.85197
13458,35.167449,-114.571851
13459,26.119911,-80.13959
13460,38.943008,-104.72819
13461,39.039747,-94.356807
13462,40.740231,-73.601034
13463,25.776846,-80.22071
13464,40.773228,-111.94857
13465,33.10314,-117.07439
13466,44.94571,-92.89834
13467,47.99823,-122.10064
13468,44.055882,-121.269113
13469,44.039859,-121.304392
13470,44.039553,-121.335736
13471,40.855212,-73.173585
13472,41.019176,-74.19886
13473,44.475958,-73.214302
13474,44.925777,-123.002304
13475,32.37417,-111.10152
13476,28.05861,-82.41066
13477,43.106487,-76.18796
13478,43.10719,-76.189545
13479,43.110138,-76.18719
13480,43.110046,-76.18823
13481,42.591402,-71.78862
13482,28.061815,-82.40834
13483,28.063143,-82.41879
13484,28.066261,-82.424446
13485,40.621773,-79.15436
13486,45.082744,-93.517362
13487,39.76267,-77.313299
13488,33.54099,-111.87019
13489,33.539963,-111.868835
13490,41.015297,-73.68572
13491,41.799683,-87.586296
13492,33.485954,-112.39888
13493,34.760666,-92.285965
13494,33.74143,-116.22888
13495,41.8768,-87.6554
13496,28.061333,-82.4126
13497,41.83851,-88.015536
13498,41.99021,-88.021897
13499,43.984933,-73.127754
13500,42.305485,-71.80401
13501,37.41336,-121.898
13502,39.55613,-107.34483
13503,34.053639,-118.430206
13504,39.263694,-94.664169
13505,43.024673,-123.287933
13506,30.318426,-97.71069
13508,39.879173,-75.55247
13509,42.276867,-73.058105
13510,28.066648,-82.41842
13511,28.058798,-82.4168
13512,42.423748,-71.18351
13513,42.87863,-85.76429
13514,30.231143,-97.889872
13515,30.34747,-97.80102
13516,30.14773,-97.8016
13517,45.574615,-122.577333
13518,59.644843,-151.547325
13519,34.785954,-92.388733
13521,34.787441,-96.679341
13522,34.190818,-97.159353
13523,40.19993,-75.065372
13524,44.379947,-73.228805
13525,35.10303,-89.803246
13526,42.362255,-71.266385
13527,38.014467,-121.869583
13528,43.993828,-96.30192
13529,40.449625,-75.352614
13530,40.478384,-75.342799
13531,29.516024,-98.497234
13532,41.521958,-71.299398
13533,42.67819,-73.78163
13534,42.678158,-73.78155
13535,28.705665,-100.503024
13536,30.433821,-84.298493
13537,40.832207,-74.246124
13538,43.183156,-89.214638
13539,30.411955,-97.652813
13540,39.157802,-119.763609
13541,40.75619,-73.8363
13542,35.33055,-80.938725
13543,43.094808,-89.334077
13544,25.803959,-80.187665
13545,25.804101,-80.187677
13546,43.111449,-89.641571
13547,41.262524,-96.04924
13548,41.789847,-71.414984
13549,41.790054,-71.414651
13550,33.453705,-112.070358
13551,33.453736,-112.070435
13552,30.324142,-81.397316
13553,33.990277,-118.308844
13554,34.024395,-118.426431
13555,34.050229,-118.29114
13556,34.142801,-118.235413
13557,34.038665,-118.261251
13558,47.953662,-89.69265
13559,27.936481,-81.575654
13560,34.23474,-118.604422
13561,33.959723,-118.304592
13562,34.046915,-118.246501
13563,34.142327,-118.373632
13564,28.041351,-82.739967
13565,27.764305,-82.64455
13566,28.078122,-82.742729
13567,38.977957,-77.005801
13568,38.963346,-76.5052
13569,28.639529,-81.411498
13570,28.557368,-81.627986
13571,28.555322,-81.639528
13572,37.1273,-113.51969
13573,47.70846,-122.32489
13574,35.94053,-86.81945
13575,40.10395,-83.167346
13576,44.636557,-121.106513
13577,40.779675,-74.01007
13578,44.63653,-121.10644
13579,42.74563,-83.369104
13580,42.982037,-71.46653
13581,44.6041,-124.04342
13582,35.36755,-119.05085
13583,35.81617,-78.747624
13584,42.019466,-97.3972
13585,28.54876,-81.387656
13586,44.918395,-93.215457
13587,43.151898,-77.600937
13588,42.22297,-73.73554
13589,40.667625,-111.89384
13590,39.629543,-75.36565
13591,36.081158,-86.951253
13592,36.080881,-86.950813
13593,43.264201,-72.601759
13594,29.761539,-95.363068
13595,36.091686,-95.9241
13596,29.999889,-90.153424
13597,37.438796,-122.134121
13598,37.38814845128645,-122.1421248572998
13599,40.74793,-73.974556
13601,42.366575,-71.114656
13602,42.381773,-71.129549
13603,25.784362,-80.130663
13604,42.663948,-77.05697
13605,41.06582,-82.90085
13606,40.846592,-74.44111
13607,39.172829,-76.801608
13608,39.982978,-83.026531
13609,33.73662,-117.91635
13610,45.54296,-122.38973
13611,39.212347,-76.880501
13612,39.217554,-78.140344
13613,41.863703,-87.616745
13614,33.467415,-112.0987
13615,33.470985,-112.09968
13616,46.341207,-94.648787
13617,39.779728,-75.123055
13618,44.4774,-73.20108
13619,39.67707,-75.09824
13620,33.958195,-84.225252
13621,36.42445,-99.375825
13622,32.938059,-96.844975
13623,47.380592,-122.19517
13624,47.38073,-122.19693
13625,47.380135,-122.196106
13626,40.06473,-75.241888
13627,40.043931,-75.357703
13628,38.86735,-77.14268
13629,33.452987,-112.071581
13631,39.737179,-104.993913
13632,42.401902,-71.183539
13633,42.455457,-71.904659
13634,42.759071,-71.465756
13635,43.110202,-79.05543
13636,43.14072971033406,-79.03734779364015
13638,43.136934,-79.036462
13639,32.182354,-80.722728
13640,35.09647,-77.109276
13641,38.32262,-83.11977
13642,41.121334,-101.71496
13643,42.81309,-86.015268
13644,33.452989,-112.071683
13645,33.452892,-112.071624
13646,33.92341,-118.12801
13647,47.45571,-122.25738
13648,38.123478,-121.24808
13649,38.039516,-121.297808
13650,47.24889,-122.453156
13651,40.569871,-74.613992
13652,42.995653,-89.518889
13653,41.716477,-71.463239
13654,44.851556,-123.182292
13655,42.47204,-71.02366
13656,41.132277,-73.26088
13657,41.140584,-73.256774
13658,40.103268,-74.841185
13659,30.270944,-97.744761
13660,42.047355,-88.143513
13661,39.100175,-94.586135
13662,39.047483,-94.486215
13663,33.456379,-111.683573
13664,39.104085,-94.574064
13665,40.73487,-73.87038
13666,41.692973,-72.762739
13667,41.690789,-72.766414
13668,41.692299,-72.769268
13669,43.089355,-77.51962
13670,25.801647,-80.201805
13671,41.520683,-71.28878
13672,42.08118,-122.70559
13673,47.54187,-122.05203
13674,47.618696,-122.191787
13675,36.703331,-81.971348
13676,35.783205,-78.779345
13677,33.754281,-84.36487
13678,33.754219,-84.364843
13679,42.032051,-88.278123
13680,39.221151,-76.071861
13681,35.777463,-78.637505
13682,38.880782,-104.817171
13683,41.94378281,-71.97262186
13684,39.585754,-104.816734
13685,39.595744,-104.835886
13686,38.366526,-81.693691
13687,38.6646,-121.272229
13688,42.047873,-92.900055
13689,40.098327,-75.19584
13690,44.97829,-93.277907
13691,42.730713,-73.68808
13692,33.779888,-84.400621
13693,44.83101,-92.958577
13694,44.715506,-93.174153
13695,45.034374,-93.384068
13696,41.676609,-91.520075
13697,41.676002,-91.519661
13698,41.341893,-94.012542
13699,40.78013,-89.677891
13700,40.497761,-88.950623
13701,42.018419,-94.375911
13702,38.852996,-94.760129
13703,40.725281,-99.08616
13704,42.51808,-96.405803
13705,38.853048,-94.760132
13706,41.704403,-93.623761
13707,41.011373,-95.909589
13708,41.616898,-93.853337
13709,35.157668,-120.668659
13710,46.800402,-92.083178
13711,39.730667,-104.990713
13712,40.025515,-83.056143
13713,38.794579,-89.997475
13714,42.15621,-70.74195
13715,40.719746,-111.943054
13716,30.424237,-86.648308
13717,40.42981,-79.99631
13718,40.576661,-83.091
13719,47.622575,-122.335481
13720,28.362757,-81.571689
13721,35.934843,-81.531396
13724,40.430235,-79.996054
13725,39.985162,-76.713031
13726,30.261032,-97.727974
13727,47.585809,-122.233237
13728,30.266521,-97.75022
13729,39.093384,-94.586803
13730,34.10725,-118.0244
13731,33.74523,-118.01319
13732,38.553216,-121.451263
13733,35.52993,-82.609809
13734,33.449043,-112.0745
13735,39.901672,-75.348825
13736,42.982567,-74.29434
13737,42.715424,-73.81346
13738,40.64572,-73.779384
13739,40.645841,-73.779222
13740,35.91207,-78.903574
13741,35.913395,-78.90265
13742,35.91031,-78.898291
13743,44.91621,-93.205405
13744,39.37677,-76.64983
13745,40.904465,-73.08778
13746,44.972664,-93.39476
13747,39.189087,-106.847946
13748,42.04827,-87.994591
13749,42.240517,-83.766005
13750,42.370887,-71.07098
13751,41.723953,-74.1176
13752,36.072323,-94.174623
13753,40.682964,-73.96582
13754,29.728854,-95.413221
13755,25.84427,-80.25004
13756,47.611815,-122.178134
13757,42.2902,-84.42103
13758,40.434746,-111.89612
13759,41.57002,-81.58374
13760,41.512554,-81.65278
13761,34.425613,-119.703719
13762,32.930157,-96.818688
13763,47.612834,-122.178704
13764,26.881691,-80.115645
13765,26.881748,-80.117066
13766,41.812647,-71.489999
13767,40.142694,-75.332634
13768,40.14212,-75.333053
13769,33.78024,-117.89244
13770,47.670893,-117.176698
13771,47.629619,-117.535903
13772,41.297535,-72.927075
13773,35.34699,-75.503559
13774,38.985269,-77.093619
13775,39.167427,-86.515776
13776,39.172642,-86.519139
13777,39.163376,-86.521721
13778,44.780801,-69.728122
13779,40.47221,-79.96434
13780,43.212844,-123.34084
13781,43.582523,-90.63609
13782,41.932871,-74.020585
13783,33.62762,-111.92113
13784,38.43861,-122.71778
13785,47.86516,-121.97318
13786,32.34937,-108.74179
13787,46.1294779,-107.5532214
13788,45.2920869,-87.0212209
13789,45.154464,-87.16971710000001
13790,44.0748942,-87.7008212
13791,48.7472802,-122.4762196
13792,48.508154,-122.611842
13793,48.5006578,-122.6159562
13794,43.043185,-87.921918
13795,43.0188463,-87.912771
13796,43.573008950459,-84.768842019331
13797,47.8045651,-122.1205486
13798,47.848697,-122.246153
13799,47.776781,-122.181535
13800,47.8124532,-122.3758246
13801,47.8051107,-122.3813841
13802,47.6665847,-122.0991426
13803,47.7047402,-122.2108592
13804,46.0705799,-118.3306351
13805,47.7084377,-122.3179225
13806,47.6165569,-122.1537017
13807,47.7033895,-122.3558363
13808,47.5365604,-122.0205442
13809,47.6159842,-122.195596
13810,47.536237,-122.0220539
13811,47.6141795,-122.199362
13812,47.60692,-122.1987223
13813,47.5806355,-122.1564536
13814,47.6699634,-122.3847489
13815,46.3343983,-119.269803
13816,47.6154894,-122.3110069
13817,47.6266892,-122.341933
13818,47.6233435,-122.334684
13819,47.6211672,-122.3354501
13820,47.6170248,-122.3322181
13821,47.6164918,-122.3324879
13822,47.618090056138,-122.33892002021
13823,47.6156458,-122.3350555
13825,47.6078691,-122.3196562
13826,47.6166344,-122.3495259
13827,47.619075,-122.359573
13828,47.6098122,-122.3413016
13829,47.6072826,-122.3360929
13830,47.6091582,-122.3418441
13831,47.6048564,-122.3338286
13832,47.6060061,-122.336716
13833,47.6034418,-122.3339101
13834,47.5975078,-122.328595
13835,47.5980919,-122.3309701
13836,47.5892477,-122.3358112
13837,47.5025057,-122.1780214
13838,47.4884945,-122.1642138
13839,47.3951507,-122.2953153
13840,47.2944668,-122.2458311
13841,47.24745538956,-122.20054897354
13842,47.298158744057,-122.50341835087
13843,47.2515929,-122.4407988
13844,42.223611509022,-88.268998861313
13845,47.2136054,-122.5366188
13846,47.1727264,-122.5984377
13847,47.093942,-122.6260623
13848,47.0920691,-122.6422247
13849,42.0104297,-87.890169
13850,47.0002897,-122.6682861
13851,41.9245874,-87.657365
13852,41.8889472,-87.6336346
13853,41.8915069,-87.6150303
13854,41.8865153,-87.6314343
13855,41.884798,-87.6215123
13856,41.863604,-87.6453386
13857,41.7106632,-87.9609911
13858,42.524129,-83.100804
13859,43.6154629,-116.2025376
13860,43.614301958043,-116.20293931501
13861,46.3455914,-124.060608
13862,45.5311331,-122.6601137
13863,45.5293196,-122.6837219
13864,40.5898562,-105.0812483
13865,40.573131601899,-105.05642939444
13866,45.4991379,-122.8233365
13867,45.544385132991,-122.9347086151
13868,45.4017232,-122.6512718
13869,45.4031666,-122.688201
13870,45.4192406,-122.7867139
13871,44.5075489,-73.0813375
13872,44.4628534,-73.1799462
13873,45.520878,-123.047672
13874,40.763244,-86.361619
13875,40.3901148,-104.788443
13876,40.4102467,-104.9879275
13877,45.3673,-122.848649
13878,45.3029528,-122.7734556
13879,45.278379,-123.043405
13880,45.24717709999999,-123.0480541
13881,40.4665821,-86.9325192
13882,44.3529229,-72.7401919
13883,44.33178931,-72.75389117
13884,41.5022777,-81.6752568
13885,41.5416734,-81.49315289999998
13886,45.2179069,-123.07971399999995
13887,41.506400470001,-81.606111041278
13888,40.1768864,-105.1024675
13889,43.0410322,-76.1302328
13890,44.2591989,-72.5755104
13891,44.015117,-73.16972
13892,44.0127652,-73.1716718
13893,44.4146835,-72.1327951
13894,43.9998755,-73.1680785
13895,45.0074688,-122.998486
13896,44.212254,-72.575546
13897,40.7627596,-84.1490428
13898,40.7493491,-84.1470195
13899,40.0105129,-105.2550319
13900,40.0103278,-105.2539085
13901,39.8007924,-89.7036427
13902,44.989966820463,-123.27233844072
13903,44.888866,-123.05999
13904,39.91652699999999,-105.101792
13905,39.900926226545,-105.08585417777
13906,44.827453,-123.0110757
13907,39.8777387,-105.0955086
13908,39.7784401,-104.8012671
13909,39.8135152,-105.0813798
13910,39.758634,-105.0059349
13911,39.7564541,-105.0171538
13912,39.7545596,-105.0031532
13913,39.7532052,-105.0040775
13914,39.7512822,-104.9944365
13915,39.7496899,-104.986315
13916,39.7487525,-104.9937407
13917,39.7475235,-104.9898868
13918,39.74399598,-104.9845226
13919,39.742247,-104.9814185
13920,39.7365765,-104.9868044
13921,39.7418252,-105.0413725
13922,39.243954,-94.441887
13923,39.653301,-104.9930135
13924,39.657547,-105.054179
13925,39.6334112,-104.8980532
13926,39.649500555906,-105.07769230238
13927,39.6173323,-104.9001184
13928,39.6247644,-105.1294987
13929,39.651324,-105.3437979
13930,39.5779353,-104.8827781
13931,39.5450637,-104.873023
13932,39.541897,-104.912248
13933,39.0574448,-94.5902087
13934,40.769001,-111.8884666
13935,38.9920045,-94.5947077
13936,38.9946997,-94.4726889
13937,43.637917,-72.397789
13938,39.642488,-106.390608
13939,43.6441426,-72.3397487
13940,39.6414316,-106.5204009
13941,40.6686599,-111.9388606
13942,39.3707962,-104.860623
13943,40.6205,-111.8905486
13944,38.8834724,-94.8087324
13945,40.5799279,-111.8724388
13946,40.5876453,-111.9833171
13947,40.528369,-111.853705
13948,40.521744,-111.938073
13949,40.500259,-111.885519
13950,42.82891140791,-73.874212641109
13951,42.828909868082,-73.874199762441
13952,42.8255827,-73.8793366
13953,43.2969146,-72.4816823
13954,39.502954419097,-107.30220632936
13955,44.0488021,-123.0912052
13956,44.0499177,-123.0963067
13957,44.022318447801,-123.08048543915
13958,40.0739666,-83.131485
13959,43.1724777,-72.6091448
13960,40.3112412,-111.7012595
13961,42.8773634,-73.197735
13962,39.9879594,-83.0335737
13963,39.8082345,-83.8875532
13964,40.1607816,-111.6106739
13965,38.7549899,-90.4827735
13966,42.8546448,-72.560528
13967,40.4474722,-79.9535881
13968,40.40545,-79.8754111
13969,40.5182377,-78.3990424
13970,43.2490005,-123.3583226
13971,41.76928755,-74.15710021
13972,43.2264305,-123.348339
13973,38.449131,-107.860518
13974,42.4997595,-71.141736
13975,42.3622222,-71.266907
13976,42.3637738,-71.2023118
13977,42.3576011,-71.1855466
13978,42.3629031,-71.1543207
13979,42.31936229999999,-71.23210089999998
13980,38.5928125,-109.5640387
13981,38.5809824,-109.5511605
13982,42.363518,-71.0790258
13983,42.362296,-71.0810096
13984,38.5737262,-109.5469068
13985,38.5610771,-109.5252832
13986,42.3443398,-71.0852003
13987,42.3454541,-71.0810685
13988,42.354474,-71.0554013
13989,42.3432608,-71.0839585
13990,42.353160903012,-71.04533680173
13991,42.3027286,-71.1114403
13992,40.955915,-74.596386
13993,41.1526176,-73.3304754
13994,41.1396711,-73.3613829
13995,41.8097289,-71.4860992
13996,40.8605497,-74.0672785
13997,40.7398117,-74.3727678
13998,40.7840653,-74.2340225
13999,40.8023357,-74.0960077
14000,40.719871,-74.0381811
14001,40.8375748,-73.61437910000001
14002,40.9081167,-73.3154628
14003,40.363678,-74.6516147
14004,40.1609437,-75.2324363
14005,40.0558748,-75.5588491
14006,40.053577685648,-75.559948397949
14007,40.0864531,-75.4076875
14008,40.3397648,-74.6239834
14009,39.5867228,-77.0133356
14010,40.4394847,-74.1568589
14011,41.7648912,-70.5108299
14012,39.4149343,-77.4097442
14013,40.1506017,-75.0022839
14014,41.9385128,-70.0311009
14015,39.9457594,-75.5875972
14016,40.1026176,-75.0287676
14017,39.431826,-77.1956491
14018,39.967681,-75.246311
14019,39.525064,-76.649015
14020,39.5212999,-76.646339
14021,39.9629139,-75.1731952
14022,39.4047804,-76.951296
14023,41.64694065822,-70.296125067822
14024,39.4058654,-76.7787821
14025,39.9144794,-75.0081291
14026,39.5019452,-76.3265292
14027,39.5328597,-76.1895162
14028,39.396155,-76.523482
14029,39.325403,-76.751758
14030,39.48913133,-76.1621383
14031,39.4354502,-76.3141145
14032,39.3362515,-76.630363
14033,39.319529,-76.651367
14034,39.329267,-76.614289
14035,39.3259113,-76.6215812
14036,39.307469,-76.619217
14037,39.2112679,-76.941624
14038,39.2165937,-76.8684038
14039,39.288894,-76.6172399
14040,39.214536,-76.86736339999999
14041,39.2171594,-76.8577484
14042,39.2879203,-76.6155026
14043,39.2838341,-76.6139854
14044,39.286911,-76.6033829
14045,39.2825875,-76.6016034
14046,39.2690144,-76.5997877
14047,39.268563565544,-76.599196849661
14048,39.0984845,-77.1796859
14049,39.0264789,-77.4179548
14050,39.0209863,-77.4240542
14051,39.2713976,-76.5603828
14052,39.084279104057,-77.150940912466
14053,39.1520206,-76.9026864
14054,39.1492926,-76.9053992
14055,39.1720712,-76.7867934
14056,39.216143,-76.615116
14057,39.1890522,-76.6983085
14058,39.18806,-76.67759
14059,39.1869346,-76.6776287
