docid,lat,lng
408,32.833179,-117.147384
409,32.802475,-117.215269
410,37.359362,-122.022783
411,37.275144,-121.877656
412,33.47443,-117.676142
413,37.712609,-122.162746
414,35.25062,-120.68455
415,37.323569,-121.988027
416,38.425537,-122.714089
417,36.611189,-121.849899
418,34.168824,-118.449059
419,34.277324,-118.778957
420,38.022022,-121.275339
421,33.516768,-117.155039
422,37.75990555387505,-121.4632051865082
423,33.72484,-117.799302
424,38.381441,-121.941218
425,34.420546,-118.557774
426,38.118088,-122.255493
427,34.517883,-117.3219
428,36.32327,-119.27569
429,34.074227,-117.890899
430,27.462023,-82.578036
431,28.848733,-82.57947
432,28.983689,-81.300079
433,26.435016,-80.072333
434,26.109825,-80.137099
435,30.288306,-81.730832
436,30.212415,-81.736209
437,30.18082,-82.702224
438,25.783121,-80.366772
439,25.9262,-80.292105
440,25.76506,-80.250516
441,25.609391,-80.348241
442,26.007358,-80.263072
443,27.485756,-81.481603
444,27.152729,-80.217708
445,27.995139,-82.506186
446,28.049764,-82.458596
447,27.585356,-80.376442
448,26.713894,-80.05421
449,27.982961,-81.676059
450,34.075281,-83.98366
451,33.907866,-84.283186
452,33.967935,-84.146036
453,33.841932,-83.905677
454,33.784015,-84.612737
455,33.92909,-84.50889
456,33.566938,-84.344405
457,34.022437,-84.327529
458,33.565412,-84.521117
459,32.555572,-83.66552
460,21.335175,-157.88225
461,20.8891,-156.458605
462,21.399116,-157.799326
463,21.42849,-157.998343
464,39.291785,-76.610539
465,39.505659,-76.382317
466,39.256947,-76.730918
467,39.391175,-77.407835
468,39.177414,-77.249773
469,38.82681,-76.923233
470,39.113757,-77.161016
471,39.077447,-76.947933
472,44.946327,-93.095535
473,44.947042,-93.088226
474,44.977961,-93.282508
475,44.973838,-93.156808
476,44.967593,-93.127742
477,44.948972,-93.0962
478,35.392063,-80.622777
479,35.042419,-78.956747
480,35.937981,-79.996012
481,34.634487,-78.997134
482,32.823912,-117.12114
483,37.578536,-77.48754
484,39.467032,-119.779038
485,30.256917,-97.749169
486,32.779791,-96.7990454
487,37.1581,-80.4203
488,37.50418,-77.61949
489,47.616104,-122.19696
490,47.61434,-122.194037
491,43.121878,-89.309902
492,43.094649,-89.50964
493,42.790376,-86.101511
494,34.848783,-82.401211
495,34.756982,-82.383799
496,38.951695,-77.409238
497,34.840912,-82.400037
498,34.926241,-82.433164
499,38.899392,-77.024385
500,26.9322,-80.1027
501,42.6336,-83.220931
502,42.33476,-83.0608
503,42.682914,-83.193236
504,42.166498,-83.780162
505,41.36684,-81.7638
506,44.520371,-85.991356
507,39.001676,-76.525253
508,40.397876,-75.588988
509,37.578775,-77.489409
510,42.455,-83.131111
511,35.772881,-78.638502
512,35.772619,-78.641492
513,35.77937,-78.638203
514,42.187149,-122.689496
515,45.317487,-122.759692
516,33.90999,-84.2914
517,41.97850582311076,-87.90328000006105
518,41.99774,-87.864217
519,36.009999,-78.921405
520,33.931732,-81.059303
521,36.379802,-94.177871
522,28.424816,-81.445089
523,28.470548,-81.396861
524,28.429047,-81.44937
525,41.607327,-93.735902
526,41.00709,-91.981752
527,41.645933,-93.769432
528,38.623533,-77.086898
529,38.369101,-76.960389
530,38.709309,-90.683128
531,40.453507,-80.085371
532,42.219548,-122.740005
533,25.7703,-80.196621
534,26.769595,-80.102645
535,26.932602,-80.118594
536,26.764076,-80.10151
537,25.770827,-80.264645
538,25.833883,-80.313867
539,37.764986,-77.476715
540,34.850504,-82.322852
541,35.105398,-81.208515
542,38.893647,-76.539373
543,36.145081,-115.227058
544,40.867403,-73.906405
545,34.889277,-82.215666
546,34.889453,-82.215505
547,30.251357,-97.689015
548,30.18534,-97.801184
549,30.422284,-97.71646
550,30.268887,-97.738936
551,37.38237,-121.970806
552,38.447533,-78.870744
553,45.256075,-94.107832
554,36.547921,-82.56179
555,43.002006,-89.423463
556,43.074008,-89.397267
557,43.058323,-89.410359
558,35.279705,-120.6609
559,35.92353,-78.599883
560,47.604115,-122.332907
561,45.475962,-122.825561
562,38.889751,-77.08499
563,38.803836,-77.516487
564,47.434021,-122.273183
565,47.22213,-122.478493
566,26.642789,-81.869132
567,28.463514,-81.461419
568,28.503733,-81.422651
569,27.951258,-82.451781
570,40.350118,-74.662732
571,29.343808,-98.436931
572,21.309472,-157.857848
573,21.2782458,-157.8320917
574,21.272518,-157.823246
575,40.714413,-111.900552
576,41.96108,-71.494611
577,34.138312,-84.251109
578,41.071157,-73.549133
579,47.255854,-122.44172
580,27.499076,-82.569442
581,28.499373,-81.303897
582,27.709441,-82.736735
583,42.232376,-71.019877
584,42.964844,-85.681992
585,42.499039,-83.439339
586,39.09971237,-84.50933838
587,29.94917,-95.33138
588,47.568871,-122.145285
589,47.601657,-122.036938
590,27.493279,-82.573234
591,21.279142,-157.831689
592,21.277846,-157.825052
593,40.44145,-80.149752
594,35.779082,-78.641779
595,35.777283,-78.639281
596,35.760503,-78.625345
597,35.862603,-78.643641
598,35.800443,-78.663445
599,35.788789,-78.573106
600,35.767483,-78.563464
602,40.632138,-80.054285
603,44.469299,-89.545776
604,41.823099,-71.347614
605,40.505132,-88.994211
606,40.496969,-89.004735
607,40.507954,-88.986429
608,29.920829,-90.117642
609,29.9347,-90.120883
610,40.535456,-89.013791
611,40.593417,-105.0684
612,40.024578,-105.232194
613,40.0148,-105.2792
614,39.986545,-82.823727
615,39.960356,-82.998458
616,42.666735,-88.524261
617,42.909432,-87.928747
618,41.526802,-72.063684
619,28.565738,-81.389771
620,20.68760677,-156.4428675
621,40.534785,-89.011493
622,42.969202,-85.670457
623,42.963679,-85.670993
624,42.962871,-85.668737
625,35.61323,-87.034614
626,41.742755,-71.428289
627,40.663848,-74.216585
628,35.223874,-80.846273
629,35.837613,-86.407098
630,40.492883,-80.200182
631,40.505604,-105.078041
632,35.533862,-97.531053
633,42.525121,-71.713346
634,42.5703,-71.41896
635,42.260546,-71.794678
636,39.290036,-76.621894
637,39.290764,-76.62439
638,39.28651,-76.624935
639,39.28808,-76.622679
640,42.244351,-83.444131
641,42.41423,-83.1364
642,44.825192,-93.112679
643,39.934849,-75.029991
644,30.563925,-97.658312
645,38.890342,-77.085782
646,38.85424,-77.049408
647,47.424222,-122.256619
648,47.443255,-122.212445
649,47.444606,-122.214491
650,43.054704,-89.321148
651,35.78214,-78.6864
652,41.955233,-87.865268
653,35.49416,-79.180591
654,38.672391,-77.396964
655,27.901732,-82.721249
656,28.425298,-81.456277
657,39.326834,-76.681801
658,39.334156,-76.495725
659,45.183283,-93.237039
660,44.956138,-93.084209
661,34.004883,-81.032931
662,34.002107,-81.035726
663,34.035802,-118.686393
664,27.988197,-82.392164
665,25.7752,-80.198072
667,35.922223,-86.821182
668,35.940203,-86.813764
669,36.174597,-86.298021
670,35.843311,-86.446636
671,47.483635,-122.170748
672,47.474537,-122.204976
673,47.253809,-122.437429
674,47.245934,-122.43398
675,39.742113,-104.991416
676,41.769417,-72.681825
677,38.896703,-77.027621
678,34.275207,-83.85946
679,34.010005,-84.577162
680,42.358449,-71.055089
681,42.799163,-70.847133
682,42.032751,-71.311914
683,36.063557,-79.503697
685,35.784037,-78.684667
686,26.892152,-80.102668
687,44.015999,-73.165412
688,37.488952,-121.948969
690,47.90272981640562,-122.2469883724914
695,47.606684,-122.332664
696,47.604906,-122.330278
697,47.582934,-122.323106
698,47.622085,-122.347124
699,47.699613,-122.341922
700,47.57952,-122.321401
701,47.565149,-122.353024
703,41.504105,-74.068916
705,42.451285,-75.100333
707,42.784867,-78.76558
709,40.792986,-73.00827
711,44.667361,-73.444894
713,40.996358,-73.669405
715,40.924758,-72.704752
717,43.077581,-77.641934
719,40.859886,-73.162067
721,42.764517,-73.88522
723,40.809865,-73.507761
724,40.670497,-73.717206
727,42.095812,-76.003703
729,41.587383,-73.908392
731,43.204065,-77.478237
733,40.753954,-73.561974
735,42.96275,-78.691132
736,41.289317,-73.835547
749,44.129326,-70.224225
750,42.283504,-83.747496
751,42.284242,-83.80855
753,43.035997,-85.618662
755,42.271617,-85.628348
756,42.912537,-85.558232
758,43.486749,-83.973864
760,44.743331,-85.594781
762,42.553452,-83.175063
764,35.867552,-78.543695
765,43.187837,-71.497717
767,42.779284,-71.498971
768,43.077355,-70.785285
770,42.772666,-71.222512
772,43.257348,-70.900583
774,42.878599,-72.233177
776,43.450949,-71.573167
778,42.676971,-73.787334
780,42.979725,-78.797346
781,42.966894,-76.535879
782,40.758245,-73.776954
784,41.071072,-73.950866
786,40.636324,-74.019228
787,40.589167,-73.960707
789,43.147147,-76.114274
791,43.100001,-77.481422
793,40.622268,-73.742699
795,42.435042,-76.5088
797,40.707242,-73.803844
799,43.025044,-74.358103
801,40.71693,-73.630152
803,42.16246,-76.867435
805,40.834455,-73.379693
807,41.948965,-74.032033
808,43.128557,-78.696197
810,42.953204,-71.44115
812,41.40859,-74.413372
814,40.919104,-73.776645
816,38.593551,-90.532572
818,38.967693,-92.334399
820,39.267153,-94.666038
822,38.901254,-94.34927
824,39.780953,-94.800709
826,38.5207,-90.343967
828,38.797781,-90.598753
830,35.597527,-82.560582
831,35.597377,-82.549206
832,35.499836,-82.522586
833,36.34538,-94.182742
835,35.09414,-92.4223
837,36.112917,-94.144548
839,35.320472,-94.397408
841,34.453266,-93.066286
843,35.804632,-90.67099
844,34.711439,-92.404311
846,34.810013,-92.205719
848,34.203951,-92.006625
850,33.577103,-117.723844
851,41.190701,-73.166282
852,41.997574,-72.574713
854,41.167407,-73.233711
855,41.791382,-72.656681
857,41.814316,-72.507845
859,41.568122,-73.098764
861,41.59054,-72.676141
863,41.209761,-73.083686
865,41.360892,-72.870997
867,41.728247,-72.188445
868,41.309276,-72.383105
869,41.299792,-73.106051
870,41.467376,-72.817586
872,41.307602,-72.968506
874,41.820371,-72.869319
876,41.258992,-73.435546
878,26.073774,-80.361864
880,41.997327,-93.610192
881,42.513038,-92.440119
883,42.04721375282232,-91.6808174219513
885,41.558296,-90.578545
886,42.439756,-96.359313
889,46.590246,-120.500687
891,41.509406,-90.577025
892,42.289937,-83.67309
893,42.410782,-70.996891
894,42.132105,-70.916995
895,35.052556,-78.880206
896,28.537663,-81.384224
897,38.861644,-77.064159
898,47.868914,-121.987449
899,37.702909,-121.91835
900,37.761605,-84.273733
901,37.105179,-84.079467
902,37.997336,-84.441827
903,37.657747,-84.784008
904,30.004818,-90.16093
905,41.645241,-91.545962
906,48.673466,-121.261467
907,37.815464,-81.185243
909,39.646525,-80.002049
911,41.264912,-96.187831
913,40.917338,-73.997447
914,40.784797,-74.193494
915,40.991256,-74.347338
917,39.939502,-75.011984
919,40.807195,-74.371329
920,40.48774,-74.86328
922,40.263381,-74.292408
924,39.982438,-74.808764
925,40.229274,-74.672155
926,40.850992,-74.075092
928,40.696469,-74.219681
929,40.42832,-74.192387
931,39.701442,-74.271282
932,40.40938,-74.506017
934,40.228608,-74.068718
936,40.630184,-74.433373
938,40.929732,-74.71888
940,39.961373,-74.180868
942,40.894133,-74.232511
944,41.053216,-74.120288
946,39.462013,-75.043179
948,39.83206,-75.1581
950,40.978905,-81.494254
952,39.708775,-84.026292
954,41.402746,-81.552724
956,41.010633,-80.662082
958,41.415799,-83.651786
960,39.285136,-84.447192
962,39.228991,-84.588623
964,39.295523,-84.311517
966,40.057068,-82.885518
968,39.974166,-83.02872
969,41.11975,-81.48296
971,39.638788,-84.221675
973,40.523001,-81.489388
975,39.329217,-84.517152
977,41.058412,-83.614262
978,40.031602,-83.125728
980,40.757603,-84.146368
981,40.759025,-82.567985
983,41.519706,-81.461226
985,41.134139,-81.793566
987,41.68165,-81.339516
989,41.409652,-81.938059
991,41.423584,-82.088115
992,41.248333,-81.362879
994,41.675335,-83.684803
996,39.888695,-84.218465
998,41.263756,-80.782876
999,42.054742,-80.105109
1000,32.787311,-79.930037
1001,32.777245,-79.933619
1002,32.790806,-79.938
1003,33.799792,-79.01138
1004,33.841727,-79.051177
1005,34.761595,-81.646791
1006,33.661672,-78.937739
1007,34.977,-80.9771
1008,34.924189,-81.02889
1009,34.948192,-81.927953
1010,34.949604,-81.933288
1011,34.955945,-81.93733
1012,34.954092,-81.933172
1013,34.94118,-81.909739
1014,34.716959,-81.621094
1015,33.836216,-79.048195
1016,34.987457,-81.060145
1017,38.271867,-77.493368
1018,40.784164,-89.623657
1019,31.296699,-92.516114
1021,30.439653,-91.085484
1023,32.556206,-93.724758
1024,42.119685,-72.626476
1026,42.499069,-71.119302
1027,32.280561,-90.032108
1029,31.578085,-90.463742
1031,33.520806,-88.362801
1033,33.400588,-91.008332
1035,33.525183,-90.207653
1036,33.785742,-89.852801
1038,30.425992,-89.091508
1039,31.3178137,-89.3946827
1041,32.273401,-90.194078
1043,32.39278,-90.144432
1045,30.374076,-88.539909
1047,30.513154,-89.663644
1048,34.9616327,-89.9855855
1050,32.325412,-90.866422
1052,35.221981,-80.839984
1053,35.323848,-80.773027
1054,30.445288,-90.083166
1055,30.50375,-90.48208
1056,30.165233,-92.083374
1057,30.003547,-90.165986
1059,32.500127,-92.07881
1061,30.05165,-89.95182
1062,30.512581,-92.070331
1063,42.182748,-71.850396
1065,41.738842,-70.586069
1067,42.063356,-71.058186
1069,42.17889,-72.575914
1070,42.340378,-72.606213
1072,41.663549,-70.299233
1074,41.976052,-70.7127
1076,42.520224,-71.70099
1078,42.509982,-71.008978
1080,42.351115,-71.500717
1082,42.412492,-71.106619
1084,41.960366,-71.342187
1086,42.165417,-70.887748
1088,42.192051,-71.18462
1090,42.445108,-73.256216
1092,42.253475,-70.991361
1094,41.904046,-71.017203
1096,21.3837724,-157.94060675
1097,21.29029,-157.839362
1098,21.307588,-157.860698
1099,21.3284758,-158.0136575
1100,21.29691,-157.8417
1101,21.28609,-157.84001
1102,21.2838944,-157.8389933
1103,21.278247,-157.827342
1104,21.27784145,-157.7864063
1105,21.286596,-157.807802
1106,21.330669,-158.08913
1107,21.3114,-157.86082
1108,21.336826,-157.917527
1109,21.280988,-157.828268
1110,21.278818,-157.825031
1111,21.27858,-157.832725
1112,21.269797,-157.822152
1113,21.294867,-157.8408
1114,21.3654979,-157.9302465
1115,21.30761,-157.86377
1116,21.31554,-157.86213
1117,21.280349,-157.828812
1118,20.97289,-156.67797
1119,21.70444,-157.99679
1121,19.8281808,-155.9948956
1122,19.65101,-156.00357
1124,20.73361,-156.45222
1125,19.99483,-155.82305
1126,20.00707,-155.8247
1127,21.874944,-159.456719
1128,20.92587,-156.69357
1129,21.965581,-159.357212
1130,21.968189,-159.357009
1132,21.34361,-157.988348
1133,22.212721,-159.476393
1134,22.222851,-159.46862
1135,20.67927,-156.44165
1136,20.884721,-156.488527
1137,21.42579,-157.99713
1138,42.670667,-83.220974
1139,38.379983,-120.807672
1140,33.020179,-83.912616
1141,27.083031,-82.42344
1142,30.307388,-97.938035
1143,29.84499,-95.505905
1144,43.3440922,-90.3889595
1145,35.97051750603883,-78.95684758650816
1146,40.794689,-81.462403
1148,40.457724,-79.916569
1149,34.111189,-80.896093
1151,33.962204,-80.402858
1153,44.076491,-103.189869
1154,36.15403028286782,-86.81379926522062
1155,37.768766,-122.468341
1156,37.36217972612609,-121.8995386415253
1157,31.986772,-81.13254
1159,32.423702,-81.791801
1160,30.857666,-83.950487
1162,31.441223,-83.524911
1164,30.883336,-83.269586
1166,32.210564,-82.391607
1167,21.336212,-157.913447
1168,21.304625,-157.853919
1169,21.275234,-157.821849
1170,34.148413,-118.798832
1171,39.702351,-104.865298
1173,40.025019,-105.258915
1174,39.594525,-104.872435
1176,38.81233,-104.756795
1178,38.931011,-104.811075
1180,37.269708,-107.907728
1182,40.39443,-104.736034
1183,39.732606,-105.163711
1185,39.626641,-105.090506
1187,40.151989,-105.108644
1189,38.312144,-104.640891
1191,41.699374,-72.894672
1192,41.749499,-72.639362
1193,41.277368,-72.871663
1194,41.763294,-72.678633
1195,41.323894,-72.928583
1196,41.054155,-73.541625
1197,39.136284,-75.527155
1198,39.663533,-75.605014
1200,39.687222,-75.740488
1202,26.966836,-82.076851
1204,27.911345,-82.728797
1206,28.024503,-82.738817
1208,26.23871,-80.251886
1210,29.215495,-81.10534
1212,26.539388,-81.870692
1214,27.377265,-80.326861
1216,29.689296,-82.318596
1218,30.324014,-81.524719
1220,30.172215,-81.544583
1222,28.09809,-81.949333
1224,28.822813,-81.787457
1226,28.724709,-81.316556
1228,30.782356,-85.245729
1229,28.101637,-80.614492
1231,26.211419,-81.744746
1232,28.21583,-82.739071
1234,29.171608,-82.161506
1236,28.3984649,-81.4537093
1237,28.551681,-81.424557
1239,28.5684,-81.27715
1241,28.38053,-81.403658
1243,29.663189,-81.656096
1245,30.188966,-85.656853
1246,30.47414,-87.249675
1248,26.21375,-80.10699
1251,26.782347,-80.09792
1253,26.680654,-80.198008
1255,29.844721,-81.323289
1257,27.818805,-82.678474
1259,27.298292,-82.499125
1261,30.462438,-84.221215
1263,28.602972,-80.808957
1265,27.090886,-82.433092
1266,28.23835,-82.344239
1268,31.57122,-84.125568
1270,33.9064807,-84.4639319
1271,33.515068,-82.067573
1273,33.940287,-83.49648
1275,33.587958,-85.053239
1277,32.539843,-84.965676
1279,33.66597615326003,-84.03435213491821
